Unnamed: 0,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
2462,99686,good,Center,12,Amiryan St,2,Yerevan,69,http://www.myrealty.am/en/item/37910/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
4169,63463,newly repaired,Achapnyak,6,Leningradyan St,3,Yerevan,106,http://www.myrealty.am/en/item/13844/Apartment-for-sale-in-Yerevan,1,stone,4,2.8
2460,141568,good,Center,5,Teryan St,2,Yerevan,58,http://www.myrealty.am/en/item/36361/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
1984,119988,newly repaired,Center,11,M.Khorenatsi St,3,Yerevan,100,http://www.myrealty.am/en/item/26808/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,7,2.8
5729,83153,zero condition,Arabkir,14,Komitas Ave,3,Yerevan,70,http://www.myrealty.am/en/item/45/apartment-for-sale-in-Yerevan,1,monolit,12,3
5422,58103,good,Avan,10,Avan-Arinj 1 micro,3,Yerevan,83,http://www.myrealty.am/en/item/22239/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,6,2.8
4466,57498,good,Nor Norq,6,Moldovakan St,4,Yerevan,88,http://www.myrealty.am/en/item/36403/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,5,2.6
6366,202256,good,Center,6,Sayat Nova Ave,3,Yerevan,87,http://www.myrealty.am/en/item/11528/apartment-for-sale-in-Yerevan,1,stone,3,3
3873,94192,zero condition,Arabkir,8,Hambardzumyan St,3,Yerevan,105,http://www.myrealty.am/en/item/33153/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,6,2.8
6182,37382,good,Qanaqer-Zeytun,6,Rubinyants St,2,Yerevan,55,http://www.myrealty.am/en/item/32630/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,4,3
1189,50307,newly repaired,Qanaqer-Zeytun,10,Droi St,2,Yerevan,46,http://www.myrealty.am/en/item/17275/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,3,2.8
4369,116986,newly repaired,Center,15,Argishti St,4,Yerevan,106,http://www.myrealty.am/en/item/36531/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,14,3
4502,102325,newly repaired,Center,11,Saryan St,2,Yerevan,71,http://www.myrealty.am/en/item/16673/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
1261,105507,newly repaired,Davtashen,12,Davtashen 4 district,4,Yerevan,107,http://www.myrealty.am/en/item/34288/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,4,2.8
4988,87229,newly repaired,Shengavit,6,Arshakunyats Ave,3,Yerevan,110,http://www.myrealty.am/en/item/31528/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,2,stone,3,2.8
2602,67110,newly repaired,Malatia-Sebastia,10,Gusan Sheram St,3,Yerevan,75,http://www.myrealty.am/en/item/17644/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,6,2.8
4516,62649,newly repaired,Avan,15,Tsarav Aghbyur St,2,Yerevan,72,http://www.myrealty.am/en/item/26893/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,12,2.8
724,51882,good,Nor Norq,6,Galshoyan St,2,Yerevan,62,http://www.myrealty.am/en/item/22226/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,1,2.8
522,96673,newly repaired,Arabkir,6,Aghbyur Serob St,3,Yerevan,87,http://www.myrealty.am/en/item/38040/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
2508,75674,newly repaired,Davtashen,15,Davtashen 4 district,3,Yerevan,83,http://www.myrealty.am/en/item/5141/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,6,3
6321,82337,good,Avan,15,Tsarav Aghbyur St,3,Yerevan,104,http://www.myrealty.am/en/item/31927/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,monolit,8,2.8
4535,81017,newly repaired,Malatia-Sebastia,10,Svachyan str,3,Yerevan,79,http://www.myrealty.am/en/item/7304/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
1155,171406,good,Center,6,Nalbandyan St,3,Yerevan,92,http://www.myrealty.am/en/item/24048/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
3444,80976,newly repaired,Malatia-Sebastia,10,Z.Andranik St,3,Yerevan,114,http://www.myrealty.am/en/item/28202/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,1,2.8
1895,68646,good,Arabkir,6,N. Zaryan St,2,Yerevan,65,http://www.myrealty.am/en/item/16103/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.2
5743,46777,newly repaired,Nor Norq,6,Nansen St,3,Yerevan,74,http://www.myrealty.am/en/item/30801/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,2,3
2031,145925,newly repaired,Arabkir,18,N. Zaryan St,3,Yerevan,107,http://www.myrealty.am/en/item/35680/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,15,3
292,38127,good,Arabkir,10,Mamikoniants St,1,Yerevan,42,http://www.myrealty.am/en/item/6299/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,8,2.8
4662,43153,newly repaired,Avan,10,Avan-Arinj 1 micro,1,Yerevan,46,http://www.myrealty.am/en/item/31746/1-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,9,2.8
4382,153576,good,Center,6,Isahakyan St,2,Yerevan,75,http://www.myrealty.am/en/item/16894/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3
4033,79876,newly repaired,Center,6,Tigran Mets Ave,2,Yerevan,58,http://www.myrealty.am/en/item/36352/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
3429,86128,good,Center,6,A.Manukyan St,2,Yerevan,72,http://www.myrealty.am/en/item/20028/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
4762,51046,newly repaired,Malatia-Sebastia,6,Araratyan 1 blok,2,Yerevan,57,http://www.myrealty.am/en/item/31909/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,stone,4,2.8
4299,73403,good,Arabkir,10,A. Khachatrian St,3,Yerevan,82,http://www.myrealty.am/en/item/23558/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
6330,111834,newly repaired,Center,15,Argishti St,4,Yerevan,111,http://www.myrealty.am/en/item/8027/apartment-for-sale-in-Yerevan,2,monolit,2,3
2626,109746,good,Center,5,M.Khorenatsi St,3,Yerevan,100,http://www.myrealty.am/en/item/33043/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3
2811,94456,newly repaired,Arabkir,6,A. Khachatrian St,3,Yerevan,78,http://www.myrealty.am/en/item/18346/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
3915,73699,newly repaired,Arabkir,6,Hr.Kochar St,3,Yerevan,69,http://www.myrealty.am/en/item/22270/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
118,88714,newly repaired,Qanaqer-Zeytun,6,Davit Anhaxt St,3,Yerevan,77,http://www.myrealty.am/en/item/17415/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,5,2.8
5061,122451,zero condition,Center,9,Mashtots Ave,3,Yerevan,100,http://www.myrealty.am/en/item/35320/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,4,3
2633,103224,zero condition,Center,15,Tsitsernakaberd Highway,3,Yerevan,119,http://www.myrealty.am/en/item/31320/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,6,3
601,162118,good,Arabkir,17,Kievyan St,3,Yerevan,100,http://www.myrealty.am/en/item/1751/apartment-for-sale-in-Yerevan,1,monolit,9,3
6293,175954,newly repaired,Arabkir,17,Komitas Ave,3,Yerevan,103,http://www.myrealty.am/en/item/36867/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,13,3
3013,51112,zero condition,Center,10,E. Qochar St,1,Yerevan,45,http://www.myrealty.am/en/item/36319/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,2,2.8
3226,83867,good,Center,11,Zakyan St,2,Yerevan,72,http://www.myrealty.am/en/item/35693/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,7,3
1467,57411,newly repaired,Arabkir,6,Komitas Ave,1,Yerevan,35,http://www.myrealty.am/en/item/33490/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3
3357,77608,newly repaired,Arabkir,6,Komitas Ave,2,Yerevan,60,http://www.myrealty.am/en/item/33899/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3
3362,75064,newly repaired,Shengavit,11,Arshakunyats Ave,3,Yerevan,90,http://www.myrealty.am/en/item/1679/apartment-for-sale-in-Yerevan,1,panel,4,2.8
4133,94642,newly repaired,Arabkir,6,Hr.Kochar St,3,Yerevan,86,http://www.myrealty.am/en/item/33021/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,1,2.8
3365,82981,newly repaired,Center,6,Baghramyan Ave (Kentron),2,Yerevan,61,http://www.myrealty.am/en/item/27867/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
5151,135810,newly repaired,Center,7,Teryan St,3,Yerevan,87,http://www.myrealty.am/en/item/6279/apartment-for-sale-in-Yerevan,2,stone,6,2.8
1487,50130,good,Center,10,E. Qochar St,3,Yerevan,75,http://www.myrealty.am/en/item/33935/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
6437,217119,newly repaired,Center,7,M.Khorenatsi St,4,Yerevan,115,http://www.myrealty.am/en/item/16043/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,3,2.8
3149,99337,newly repaired,Arabkir,6,Hambardzumyan St,3,Yerevan,100,http://www.myrealty.am/en/item/15154/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
2169,118588,good,Center,17,Rostom St,3,Yerevan,84,http://www.myrealty.am/en/item/37337/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
6156,111957,newly repaired,Center,5,Heratsi St,3,Yerevan,78,http://www.myrealty.am/en/item/15952/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3
1422,149610,newly repaired,Davtashen,17,Sasna tsrer St,3,Yerevan,90,http://www.myrealty.am/en/item/37695/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,2,monolit,14,3
2212,92247,newly repaired,Arabkir,14,Komitas Ave,3,Yerevan,70,http://www.myrealty.am/en/item/8558/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,13,3
3808,73669,good,Center,5,Tigran Mets Ave,3,Yerevan,87,http://www.myrealty.am/en/item/5533/apartment-for-sale-in-Yerevan,1,stone,4,3.2
6051,177307,newly repaired,Arabkir,14,Mamikoniants St,4,Yerevan,130,http://www.myrealty.am/en/item/31738/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,other,3,3
1518,81210,newly repaired,Center,11,Tumanyan St,2,Yerevan,46,http://www.myrealty.am/en/item/29066/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
531,98299,newly repaired,Center,6,Baghramyan Ave (Kentron),3,Yerevan,72,http://www.myrealty.am/en/item/37986/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
2264,57379,zero condition,Center,19,Yekmalyan St,1,Yerevan,42,http://www.myrealty.am/en/item/29928/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3
6248,176699,newly repaired,Center,12,Nalbandyan St,3,Yerevan,91,http://www.myrealty.am/en/item/13727/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,4,3
3372,74838,good,Arabkir,6,Griboedov St,3,Yerevan,97,http://www.myrealty.am/en/item/37525/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
6148,85109,newly repaired,Arabkir,7,N. Zaryan St,3,Yerevan,76,http://www.myrealty.am/en/item/33429/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,1,3
4485,61012,good,Davtashen,17,Davtashen 3 district,3,Yerevan,95,http://www.myrealty.am/en/item/30255/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,4,2.8
271,38257,newly repaired,Avan,10,Isahakyan district,1,Yerevan,54,http://www.myrealty.am/en/item/35643/1-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,2.8
6549,98981,zero condition,Arabkir,17,A. Avetisyan St,4,Yerevan,120,http://www.myrealty.am/en/item/13931/Apartment-for-sale-in-Yerevan,2,panel,4,2.8
1157,166754,zero condition,Arabkir,19,Baghramyan av(Arabkir),3,Yerevan,118,http://www.myrealty.am/en/item/15377/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,11,3.2
609,171791,good,Center,5,Mashtots Ave,3,Yerevan,82,http://www.myrealty.am/en/item/2324/apartment-for-sale-in-Yerevan,1,other,1,2.8
4905,116095,newly repaired,Arabkir,9,A. Avetisyan St,3,Yerevan,97,http://www.myrealty.am/en/item/30158/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
4734,109660,good,Arabkir,6,Komitas Ave,4,Yerevan,103,http://www.myrealty.am/en/item/32339/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
1539,50195,newly repaired,Arabkir,6,Griboedov St,2,Yerevan,46,http://www.myrealty.am/en/item/32694/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
5352,92012,newly repaired,Center,10,Saryan St,2,Yerevan,70,http://www.myrealty.am/en/item/28935/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,3
6622,68538,newly repaired,Center,15,Amiryan St,1,Yerevan,40,http://www.myrealty.am/en/item/24634/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,3
6139,88106,good,Arabkir,13,Arabkir 19 St,3,Yerevan,91,http://www.myrealty.am/en/item/17631/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
3115,61668,good,Arabkir,14,A. Khachatrian St,3,Yerevan,75,http://www.myrealty.am/en/item/24825/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
840,180510,zero condition,Center,11,Nalbandyan St,3,Yerevan,132,http://www.myrealty.am/en/item/22823/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,3
4784,57844,newly repaired,Shengavit,5,Artashisyan St,4,Yerevan,75,http://www.myrealty.am/en/item/25679/4-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,3,2.8
5692,73522,zero condition,Avan,4,Tsarav Aghbyur St,3,Yerevan,86,http://www.myrealty.am/en/item/26800/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,monolit,1,3
5996,171196,newly repaired,Center,7,Tumanyan St,3,Yerevan,100,http://www.myrealty.am/en/item/26782/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,3.2
967,89503,good,Arabkir,17,Baghramyan av(Arabkir),3,Yerevan,97,http://www.myrealty.am/en/item/23135/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
305,45543,good,Arabkir,6,Azatutyan Ave,1,Yerevan,38,http://www.myrealty.am/en/item/36094/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
3026,75620,newly repaired,Center,13,M.Khorenatsi St,2,Yerevan,51,http://www.myrealty.am/en/item/27092/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,12,2.8
2521,58016,good,Center,8,Bryusov St,3,Yerevan,58,http://www.myrealty.am/en/item/35713/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
5256,115589,newly repaired,Center,5,Mashtots Ave,4,Yerevan,92,http://www.myrealty.am/en/item/27885/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3.2
6491,165486,newly repaired,Center,6,Sayat Nova Ave,3,Yerevan,109,http://www.myrealty.am/en/item/26198/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3
379,66315,good,Nor Norq,6,D. Malyan St,3,Yerevan,80,http://www.myrealty.am/en/item/30154/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,2,2.8
1091,184787,newly repaired,Arabkir,14,Komitas Ave,3,Yerevan,136,http://www.myrealty.am/en/item/17893/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,10,3
2227,62799,good,Arabkir,15,Hovsep Emin St,3,Yerevan,80,http://www.myrealty.am/en/item/31101/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,3,panel,4,2.8
5031,192613,newly repaired,Center,6,Tigran Mets Ave,3,Yerevan,130,http://www.myrealty.am/en/item/30884/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
2594,60480,newly repaired,Arabkir,6,Komitas Ave,2,Yerevan,57,http://www.myrealty.am/en/item/21956/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3669,79337,newly repaired,Arabkir,6,V.Papazyan St,2,Yerevan,58,http://www.myrealty.am/en/item/30333/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
4027,70517,good,Center,17,Aghayan St,1,Yerevan,49,http://www.myrealty.am/en/item/31536/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,14,2.8
1790,125633,newly repaired,Arabkir,17,Kievyan St,3,Yerevan,100,http://www.myrealty.am/en/item/34729/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,9,3
849,43551,newly repaired,Arabkir,9,Orbeli Yeghbayrner   St,2,Yerevan,48,http://www.myrealty.am/en/item/29283/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,7,2.8
2013,121053,newly repaired,Center,6,Mashtots Ave,3,Yerevan,102,http://www.myrealty.am/en/item/16501/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
2107,84603,newly repaired,Center,12,Lalayants st,2,Yerevan,46,http://www.myrealty.am/en/item/17170/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,11,2.8
2461,135900,good,Center,11,NarDos St,3,Yerevan,125,http://www.myrealty.am/en/item/36351/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,8,2.8
1632,60744,good,Nor Norq,13,Lvovyan St,3,Yerevan,88,http://www.myrealty.am/en/item/6972/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,monolit,3,2.8
5746,82154,newly repaired,Arabkir,6,Hr.Kochar St,3,Yerevan,90,http://www.myrealty.am/en/item/27414/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3
2381,71900,newly repaired,Davtashen,12,Sasna tsrer St,2,Yerevan,42,http://www.myrealty.am/en/item/36945/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,3,3
784,38676,good,Malatia-Sebastia,15,Z.Andranik St,3,Yerevan,83,http://www.myrealty.am/en/item/25482/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,1,2.8
6225,57814,newly repaired,Center,5,Tigran Mets Ave,2,Yerevan,41,http://www.myrealty.am/en/item/33395/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
786,52498,newly repaired,Malatia-Sebastia,15,Z.Andranik St,3,Yerevan,87,http://www.myrealty.am/en/item/27908/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,14,2.8
3250,83499,newly repaired,Center,7,Hanrapetutyan St,2,Yerevan,60,http://www.myrealty.am/en/item/38109/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,2.8
1213,233312,newly repaired,Center,6,Teryan St,3,Yerevan,98,http://www.myrealty.am/en/item/32847/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3
6209,51223,good,Nor Norq,6,Moldovakan St,2,Yerevan,58,http://www.myrealty.am/en/item/9665/apartment-for-sale-in-Yerevan,1,stone,5,2.8
3147,81799,newly repaired,Avan,14,Tsarav Aghbyur St,3,Yerevan,104,http://www.myrealty.am/en/item/36070/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,8,2.8
5055,51557,good,Malatia-Sebastia,17,Tserenc St,3,Yerevan,90,http://www.myrealty.am/en/item/25790/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,other,9,2.8
1582,149598,newly repaired,Arabkir,4,A. Khachatrian St,3,Yerevan,97,http://www.myrealty.am/en/item/35237/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,2,2.8
4203,69135,newly repaired,Arabkir,13,Hambardzumyan St,2,Yerevan,72,http://www.myrealty.am/en/item/26787/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,3
3958,69516,newly repaired,Arabkir,10,Komitas Ave,2,Yerevan,73,http://www.myrealty.am/en/item/29337/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
3293,84912,newly repaired,Center,15,Argishti St,3,Yerevan,77,http://www.myrealty.am/en/item/7151/apartment-for-sale-in-Yerevan,1,monolit,6,2.8
242,48593,newly repaired,Achapnyak,17,Norashen district,4,Yerevan,96,http://www.myrealty.am/en/item/2038/apartment-for-sale-in-Yerevan,1,panel,14,2.8
272,41928,good,Avan,10,Avan-Arinj 1 micro,1,Yerevan,47,http://www.myrealty.am/en/item/27232/1-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,2.8
277,46155,newly repaired,Shengavit,6,Artashisyan St,1,Yerevan,30,http://www.myrealty.am/en/item/32652/1-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,2,2.8
6309,76464,zero condition,Arabkir,10,Komitas Ave,3,Yerevan,81,http://www.myrealty.am/en/item/14552/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
2739,98436,good,Center,6,Vardanants St,3,Yerevan,105,http://www.myrealty.am/en/item/20095/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
5649,55769,newly repaired,Malatia-Sebastia,15,Z.Andranik St,2,Yerevan,65,http://www.myrealty.am/en/item/34192/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
4317,66669,good,Arabkir,6,Hr.Kochar St,3,Yerevan,73,http://www.myrealty.am/en/item/14585/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
6444,223259,newly repaired,Center,6,Nalbandyan St,4,Yerevan,145,http://www.myrealty.am/en/item/6533/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,1,2.8
1057,66523,newly repaired,Arabkir,8,Mamikoniants St,2,Yerevan,47,http://www.myrealty.am/en/item/17602/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
6555,86132,newly repaired,Center,17,E. Qochar St,2,Yerevan,78,http://www.myrealty.am/en/item/7196/apartment-for-sale-in-Yerevan,1,panel,8,2.8
380,73531,newly repaired,Achapnyak,6,Bashinjaxyan St,5,Yerevan,105,http://www.myrealty.am/en/item/33925/5-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,1,2.8
1331,92143,newly repaired,Arabkir,8,Kievyan St,3,Yerevan,75,http://www.myrealty.am/en/item/28283/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3
6132,96538,good,Center,6,Mashtots Ave,2,Yerevan,68,http://www.myrealty.am/en/item/445/Apartment-for-sale-in-Yerevan,1,stone,4,2.8
1560,47710,good,Malatia-Sebastia,15,Z.Andranik St,3,Yerevan,83,http://www.myrealty.am/en/item/35788/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,3,2.8
1600,135449,good,Arabkir,6,Komitas Ave,4,Yerevan,114,http://www.myrealty.am/en/item/35898/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,3,3
5882,156325,good,Center,5,Mashtots Ave,4,Yerevan,110,http://www.myrealty.am/en/item/17293/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.2
1769,57910,newly repaired,Arabkir,10,Komitas Ave,1,Yerevan,42,http://www.myrealty.am/en/item/24777/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,4,2.8
5448,85375,newly repaired,Center,7,Zakyan St,2,Yerevan,60,http://www.myrealty.am/en/item/27777/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
2578,150189,newly repaired,Arabkir,10,Aygedzor St,3,Yerevan,147,http://www.myrealty.am/en/item/23707/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,panel,3,2.8
4057,104148,newly repaired,Center,5,Tigran Mets Ave,3,Yerevan,86,http://www.myrealty.am/en/item/35679/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
1159,165285,newly repaired,Arabkir,6,Aygektsi St,3,Yerevan,122,http://www.myrealty.am/en/item/21844/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
2623,114313,zero condition,Center,19,Tsitsernakaberd Highway,3,Yerevan,112,http://www.myrealty.am/en/item/34625/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,12,3
6169,62478,good,Arabkir,9,Baghramyan av(Arabkir),2,Yerevan,44,http://www.myrealty.am/en/item/7114/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,5,2.8
2819,94569,good,Center,6,Mashtots Ave,3,Yerevan,70,http://www.myrealty.am/en/item/15119/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
5787,80963,good,Arabkir,15,Hovsep Emin St,3,Yerevan,76,http://www.myrealty.am/en/item/35260/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
2950,67198,good,Qanaqer-Zeytun,5,Davit Anhaxt St,3,Yerevan,63,http://www.myrealty.am/en/item/32385/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,2,2.8
4963,54798,good,Qanaqer-Zeytun,5,Davit Anhaxt St,3,Yerevan,75,http://www.myrealty.am/en/item/30143/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
5550,148537,good,Center,5,Sayat Nova Ave,3,Yerevan,96,http://www.myrealty.am/en/item/23749/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
624,53023,good,Nor Norq,6,Gyuliqevxyan St,3,Yerevan,67,http://www.myrealty.am/en/item/36525/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,1,2.8
804,47438,newly repaired,Center,11,Koryun St,1,Yerevan,44,http://www.myrealty.am/en/item/8693/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3
